Generations,PopulationSize,SelectionCoefficient,StartAlleleFrequency,NumAlleles,AlleleFrequency
22,150,0.0015,0.6,122,0.8133333333333334
23,150,0.0015,0.6,123,0.82
24,150,0.0015,0.6,124,0.8266666666666667
25,150,0.0015,0.6,114,0.76
26,150,0.0015,0.6,107,0.7133333333333334
27,150,0.0015,0.6,100,0.6666666666666666
28,150,0.0015,0.6,100,0.6666666666666666
29,150,0.0015,0.6,104,0.6933333333333334
30,150,0.0015,0.6,106,0.7066666666666667
31,150,0.0015,0.6,102,0.68
32,150,0.0015,0.6,97,0.6466666666666666
33,150,0.0015,0.6,101,0.6733333333333333
34,150,0.0015,0.6,101,0.6733333333333333
35,150,0.0015,0.6,115,0.7666666666666667
36,150,0.0015,0.6,108,0.72
37,150,0.0015,0.6,104,0.6933333333333334
38,150,0.0015,0.6,105,0.7
39,150,0.0015,0.6,112,0.7466666666666667
40,150,0.0015,0.6,117,0.78
41,150,0.0015,0.6,116,0.7733333333333333
42,150,0.0015,0.6,114,0.76
43,150,0.0015,0.6,107,0.7133333333333334
44,150,0.0015,0.6,105,0.7
45,150,0.0015,0.6,106,0.7066666666666667
46,150,0.0015,0.6,99,0.66
47,150,0.0015,0.6,100,0.6666666666666666
48,150,0.0015,0.6,89,0.5933333333333334
49,150,0.0015,0.6,79,0.5266666666666666
50,150,0.0015,0.6,84,0.56
51,150,0.0015,0.6,80,0.5333333333333333
52,150,0.0015,0.6,78,0.52
53,150,0.0015,0.6,82,0.5466666666666666
54,150,0.0015,0.6,79,0.5266666666666666
55,150,0.0015,0.6,80,0.5333333333333333
56,150,0.0015,0.6,77,0.5133333333333333
57,150,0.0015,0.6,80,0.5333333333333333
58,150,0.0015,0.6,80,0.5333333333333333
59,150,0.0015,0.6,83,0.5533333333333333
60,150,0.0015,0.6,82,0.5466666666666666
61,150,0.0015,0.6,87,0.58
62,150,0.0015,0.6,90,0.6
63,150,0.0015,0.6,87,0.58
64,150,0.0015,0.6,97,0.6466666666666666
